"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1277","300 Hayes Street, Civic Center, San Francisco","2","400 Northumberland Avenue, Redwood Oaks, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",2160,1751,2664
"1277","300 Hayes Street, Civic Center, San Francisco","8","700 Carlsbad Court, Petaluma","10/1/2017 - 10/31/2017, Every day, Daily Average",3227,2505,4156
"1277","300 Hayes Street, Civic Center, San Francisco","9","500 Hyde Street, Tenderloin, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",373,243,572
"1277","300 Hayes Street, Civic Center, San Francisco","11","0 Mesa Vista Court, San Ramon","10/1/2017 - 10/31/2017, Every day, Daily Average",2954,2207,3953
"1277","300 Hayes Street, Civic Center, San Francisco","20","900 Sutter Street, Lower Nob Hill, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",371,231,594
"1277","300 Hayes Street, Civic Center, San Francisco","21","3400 Pierce Street, Marina District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",724,530,987
"1277","300 Hayes Street, Civic Center, San Francisco","30","2200 Central Avenue, Alameda","10/1/2017 - 10/31/2017, Every day, Daily Average",1617,1283,2036
"1277","300 Hayes Street, Civic Center, San Francisco","31","5900 San Diego Street, El Cerrito","10/1/2017 - 10/31/2017, Every day, Daily Average",1574,1092,2267
"1277","300 Hayes Street, Civic Center, San Francisco","44","1700 Egbert Avenue, Bayview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",917,646,1300
"1277","300 Hayes Street, Civic Center, San Francisco","46","500 Chester Street, West Oakland, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1033,748,1426
"1277","300 Hayes Street, Civic Center, San Francisco","57","1700 Bayo Vista Avenue, San Pablo","10/1/2017 - 10/31/2017, Every day, Daily Average",1573,1201,2059
"1277","300 Hayes Street, Civic Center, San Francisco","58","5600 Genoa Street, Santa Fe, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1610,1134,2285
"1277","300 Hayes Street, Civic Center, San Francisco","60","33900 Emilia Lane, Ardenwood, Fremont","10/1/2017 - 10/31/2017, Every day, Daily Average",2562,2022,3244
"1277","300 Hayes Street, Civic Center, San Francisco","61","5400 Ridgewood Drive, Ardenwood, Fremont","10/1/2017 - 10/31/2017, Every day, Daily Average",2622,2016,3410
"1277","300 Hayes Street, Civic Center, San Francisco","64","5200 Selma Avenue, Centerville, Fremont","10/1/2017 - 10/31/2017, Every day, Daily Average",2931,2225,3859
"1277","300 Hayes Street, Civic Center, San Francisco","65","42600 Everglades Park Drive, Blacow, Fremont","10/1/2017 - 10/31/2017, Every day, Daily Average",2934,2268,3794
"1277","300 Hayes Street, Civic Center, San Francisco","78","1400 Thomas Avenue, Bayview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",963,711,1303
"1277","300 Hayes Street, Civic Center, San Francisco","79","1500 California Street, Polk Gulch, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",425,269,671
"1277","300 Hayes Street, Civic Center, San Francisco","80","0 Farren Street, Western Addition, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",364,245,538
"1277","300 Hayes Street, Civic Center, San Francisco","81","0 Berkeley Way, Diamond Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",922,717,1185
"1277","300 Hayes Street, Civic Center, San Francisco","82","2700 25th Street, Mission District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",445,289,683
"1277","300 Hayes Street, Civic Center, San Francisco","86","300 Ruth Avenue, Monta Loma, Mountain View","10/1/2017 - 10/31/2017, Every day, Daily Average",2556,2048,3188
"1277","300 Hayes Street, Civic Center, San Francisco","87","2200 Wyandotte Street, Mountain View","10/1/2017 - 10/31/2017, Every day, Daily Average",2456,1923,3136
"1277","300 Hayes Street, Civic Center, San Francisco","90","300 Heathcliff Drive, Westview, Pacifica","10/1/2017 - 10/31/2017, Every day, Daily Average",1368,1035,1806
"1277","300 Hayes Street, Civic Center, San Francisco","91","700 Industrial Road, San Carlos","10/1/2017 - 10/31/2017, Every day, Daily Average",1766,1402,2223
"1277","300 Hayes Street, Civic Center, San Francisco","96","2200 Bonar Street, Poets Corner, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1428,1027,1984
"1277","300 Hayes Street, Civic Center, San Francisco","98","500 10th Street, Downtown Oakland, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1204,840,1724
"1277","300 Hayes Street, Civic Center, San Francisco","99","2400 19th Avenue, Highland Terrace, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1355,998,1838
"1277","300 Hayes Street, Civic Center, San Francisco","102","500 Mount Street, East Richmond, Richmond","10/1/2017 - 10/31/2017, Every day, Daily Average",1494,1124,1984
"1277","300 Hayes Street, Civic Center, San Francisco","103","35500 Ebro Court, Centerville, Fremont","10/1/2017 - 10/31/2017, Every day, Daily Average",2800,2071,3785
"1277","300 Hayes Street, Civic Center, San Francisco","104","4300 Baine Avenue, Centerville, Fremont","10/1/2017 - 10/31/2017, Every day, Daily Average",2843,2150,3757
"1277","300 Hayes Street, Civic Center, San Francisco","108","400 West Sunset Boulevard, Hayward","10/1/2017 - 10/31/2017, Every day, Daily Average",1981,1503,2610
"1277","300 Hayes Street, Civic Center, San Francisco","113","1200 Hayes Street, Western Addition, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",219,130,366
"1277","300 Hayes Street, Civic Center, San Francisco","116","1000 Fulton Street, Roosevelt, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",2076,1675,2572
"1277","300 Hayes Street, Civic Center, San Francisco","117","100 Edgemar Street, Crocker, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1240,918,1674
"1277","300 Hayes Street, Civic Center, San Francisco","118","1500 Sunnyslope Avenue, Belmont","10/1/2017 - 10/31/2017, Every day, Daily Average",1920,1591,2316
"1277","300 Hayes Street, Civic Center, San Francisco","119","1100 Rosewood Avenue, San Carlos","10/1/2017 - 10/31/2017, Every day, Daily Average",1878,1596,2209
"1277","300 Hayes Street, Civic Center, San Francisco","123","20000 Merritt Drive, Cupertino","10/1/2017 - 10/31/2017, Every day, Daily Average",3158,2562,3891
"1277","300 Hayes Street, Civic Center, San Francisco","125","4300 Silva Court, Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2605,2142,3166
"1277","300 Hayes Street, Civic Center, San Francisco","127","2000 Waverley Street, Old Palo Alto, Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2419,1977,2958
"1277","300 Hayes Street, Civic Center, San Francisco","138","0 Maria Drive, Petaluma","10/1/2017 - 10/31/2017, Every day, Daily Average",3112,2394,4045
"1277","300 Hayes Street, Civic Center, San Francisco","151","500 20th Street, Downtown Oakland, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1431,1082,1890
"1277","300 Hayes Street, Civic Center, San Francisco","153","400 Giannini Drive, Santa Clara","10/1/2017 - 10/31/2017, Every day, Daily Average",3228,2586,4029
"1277","300 Hayes Street, Civic Center, San Francisco","155","400 North Mary Avenue, Sunnyvale West, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2759,2156,3529
"1277","300 Hayes Street, Civic Center, San Francisco","165","2200 Franklin Street, Pacific Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",333,217,510
"1277","300 Hayes Street, Civic Center, San Francisco","176","500 Hull Avenue, Central San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3708,3007,4571
"1277","300 Hayes Street, Civic Center, San Francisco","181","3400 Richmond Boulevard, Oakland Ave - Harrison St, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1218,855,1734
"1277","300 Hayes Street, Civic Center, San Francisco","184","0 South Almaden Boulevard, Central San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3648,2903,4583
"1277","300 Hayes Street, Civic Center, San Francisco","186","1800 Vicente Street, Sunset District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1297,1026,1639
"1277","300 Hayes Street, Civic Center, San Francisco","194","600 Aileen Street, Upper Telegraph, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1673,1100,2543
"1277","300 Hayes Street, Civic Center, San Francisco","206","1300 15th Street, Mission District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",297,178,494
"1277","300 Hayes Street, Civic Center, San Francisco","207","1100 Guerrero Street, Mission District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",634,473,849
"1277","300 Hayes Street, Civic Center, San Francisco","208","600 Alabama Street, Mission District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",460,318,663
"1277","300 Hayes Street, Civic Center, San Francisco","209","300 Wilde Avenue, Visitacion Valley, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",610,428,868
"1277","300 Hayes Street, Civic Center, San Francisco","210","100 Ramsell Street, Oceanview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1003,715,1405
"1277","300 Hayes Street, Civic Center, San Francisco","211","200 16th Avenue, Richmond District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",913,696,1196
"1277","300 Hayes Street, Civic Center, San Francisco","212","500 Washington Street, Financial District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",888,615,1281
"1277","300 Hayes Street, Civic Center, San Francisco","216","3700 Lake Ontario Drive, Lakes and Birds, Fremont","10/1/2017 - 10/31/2017, Every day, Daily Average",2463,1969,3079
"1277","300 Hayes Street, Civic Center, San Francisco","232","1000 Beech Street, East Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2319,1772,3033
"1277","300 Hayes Street, Civic Center, San Francisco","233","County Jail Road, San Bruno","10/1/2017 - 10/31/2017, Every day, Daily Average",1532,1194,1964
"1277","300 Hayes Street, Civic Center, San Francisco","234","100 Domestic Terminals Departures Level, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1187,914,1540
"1277","300 Hayes Street, Civic Center, San Francisco","237","300 Orchard Avenue, Lowlanders, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2923,2361,3618
"1277","300 Hayes Street, Civic Center, San Francisco","241","0 Pinheiro Circle, Novato","10/1/2017 - 10/31/2017, Every day, Daily Average",2304,1822,2912
"1277","300 Hayes Street, Civic Center, San Francisco","242","0 El Pavo Real Circle, San Rafael","10/1/2017 - 10/31/2017, Every day, Daily Average",1807,1489,2191
"1277","300 Hayes Street, Civic Center, San Francisco","254","200 Firethorn Drive, Rohnert Park","10/1/2017 - 10/31/2017, Every day, Daily Average",3794,2980,4830
"1277","300 Hayes Street, Civic Center, San Francisco","264","300 Irwin Street, San Rafael","10/1/2017 - 10/31/2017, Every day, Daily Average",1673,1311,2133
"1277","300 Hayes Street, Civic Center, San Francisco","277","500 El Paseo Drive, Sobrante Park, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1851,1299,2636
"1277","300 Hayes Street, Civic Center, San Francisco","280","1600 Sutter Street, Concord","10/1/2017 - 10/31/2017, Every day, Daily Average",2183,1802,2643
"1277","300 Hayes Street, Civic Center, San Francisco","283","6100 San Pablo Avenue, Paradise Park, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1324,957,1830
"1277","300 Hayes Street, Civic Center, San Francisco","284","300 45th Street, Temescal, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1433,1035,1983
"1277","300 Hayes Street, Civic Center, San Francisco","285","1600 Maritime Street, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1019,676,1535
"1277","300 Hayes Street, Civic Center, San Francisco","286","1000 10th Street, West Oakland, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1150,809,1633
"1277","300 Hayes Street, Civic Center, San Francisco","287","2600 Logan Street, Meadow Brook, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1394,1041,1866
"1277","300 Hayes Street, Civic Center, San Francisco","288","14700 Wiley Street, Washington Manor - Bonaire, San Leandro","10/1/2017 - 10/31/2017, Every day, Daily Average",1786,1290,2471
"1277","300 Hayes Street, Civic Center, San Francisco","299","Chinatown / North Beach Campus, Russian Hill, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",736,520,1040
"1277","300 Hayes Street, Civic Center, San Francisco","302","0 Bass Court, Bayview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",991,723,1358
"1277","300 Hayes Street, Civic Center, San Francisco","303","Bay Trail, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2830,2163,3701
"1277","300 Hayes Street, Civic Center, San Francisco","304","500 Zook Road, Mountain View","10/1/2017 - 10/31/2017, Every day, Daily Average",2719,2075,3561
"1277","300 Hayes Street, Civic Center, San Francisco","306","200 Silverlake Drive, Lakewood, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2659,2149,3289
"1277","300 Hayes Street, Civic Center, San Francisco","311","200 Northgate Avenue, Westlake, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1011,711,1437
"1277","300 Hayes Street, Civic Center, San Francisco","314","200 Alta Mesa Drive, Serra Highlands, South San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1356,978,1879
"1277","300 Hayes Street, Civic Center, San Francisco","315","900 Veterans Boulevard, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",1870,1497,2335
"1277","300 Hayes Street, Civic Center, San Francisco","321","Nimitz Freeway, Downtown Oakland, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1227,856,1757
"1277","300 Hayes Street, Civic Center, San Francisco","322","300 Warwick Avenue, Adams Point, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1241,856,1798
"1277","300 Hayes Street, Civic Center, San Francisco","323","900 Embarcadero West, West Oakland, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1252,865,1810
"1277","300 Hayes Street, Civic Center, San Francisco","328","5000 Franklin Drive, Pleasanton","10/1/2017 - 10/31/2017, Every day, Daily Average",2661,2039,3471
"1277","300 Hayes Street, Civic Center, San Francisco","333","15900 Via Paro, San Lorenzo","10/1/2017 - 10/31/2017, Every day, Daily Average",1920,1451,2539
"1277","300 Hayes Street, Civic Center, San Francisco","338","100 Hinman Road, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",1909,1503,2424
"1277","300 Hayes Street, Civic Center, San Francisco","345","400 Moffett Boulevard, Mountain View","10/1/2017 - 10/31/2017, Every day, Daily Average",2538,1989,3238
"1277","300 Hayes Street, Civic Center, San Francisco","347","900 Sycamore Drive, Midtown, Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2303,1837,2887
"1277","300 Hayes Street, Civic Center, San Francisco","380","2800 Moorpark Avenue, West San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3522,2853,4346
"1277","300 Hayes Street, Civic Center, San Francisco","385","0 Valley View Road, Orinda","10/1/2017 - 10/31/2017, Every day, Daily Average",1582,1245,2010
"1277","300 Hayes Street, Civic Center, San Francisco","386","0 Sable Pointe, Alameda","10/1/2017 - 10/31/2017, Every day, Daily Average",1842,1484,2285
"1277","300 Hayes Street, Civic Center, San Francisco","387","2100 Manchester Road, San Leandro","10/1/2017 - 10/31/2017, Every day, Daily Average",2230,1602,3102
"1277","300 Hayes Street, Civic Center, San Francisco","388","1700 Doolittle Drive, Davis Tract, San Leandro","10/1/2017 - 10/31/2017, Every day, Daily Average",1747,1256,2428
"1277","300 Hayes Street, Civic Center, San Francisco","389","1000 Burkhart Avenue, Washington Manor - Bonaire, San Leandro","10/1/2017 - 10/31/2017, Every day, Daily Average",1928,1404,2645
"1277","300 Hayes Street, Civic Center, San Francisco","392","27900 Ormond Avenue, Tennyson - Alquire, Hayward","10/1/2017 - 10/31/2017, Every day, Daily Average",2325,1771,3050
"1277","300 Hayes Street, Civic Center, San Francisco","394","3600 Page Street, Friendly Acres, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",2035,1630,2539
"1277","300 Hayes Street, Civic Center, San Francisco","395","300 Sequoia Avenue, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",2275,1910,2709
"1277","300 Hayes Street, Civic Center, San Francisco","403","800 Pine Lane, San Rafael","10/1/2017 - 10/31/2017, Every day, Daily Average",1973,1583,2458
"1277","300 Hayes Street, Civic Center, San Francisco","408","1800 Hillside Boulevard, Colma","10/1/2017 - 10/31/2017, Every day, Daily Average",1369,1050,1784
"1277","300 Hayes Street, Civic Center, San Francisco","409","200 Nelson Avenue, Edgemar - Pacific Manor, Pacifica","10/1/2017 - 10/31/2017, Every day, Daily Average",1196,887,1612
"1277","300 Hayes Street, Civic Center, San Francisco","416","2700 Contra Costa Canal Trail, Walnut Creek","10/1/2017 - 10/31/2017, Every day, Daily Average",2011,1565,2583
"1277","300 Hayes Street, Civic Center, San Francisco","417","4400 Bell Avenue, Eastshore, Richmond","10/1/2017 - 10/31/2017, Every day, Daily Average",1500,1068,2105
"1277","300 Hayes Street, Civic Center, San Francisco","422","1200 Paru Street, West Alameda, Alameda","10/1/2017 - 10/31/2017, Every day, Daily Average",1693,1354,2115
"1277","300 Hayes Street, Civic Center, San Francisco","423","200 Locust Avenue, San Rafael","10/1/2017 - 10/31/2017, Every day, Daily Average",1746,1380,2208
"1277","300 Hayes Street, Civic Center, San Francisco","431","Seaborg Road, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",2050,1486,2827
"1277","300 Hayes Street, Civic Center, San Francisco","433","600 Vanessa Drive, Central San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1544,1193,1997
"1277","300 Hayes Street, Civic Center, San Francisco","434","1300 Franklin Street, Western Addition, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",236,143,387
"1277","300 Hayes Street, Civic Center, San Francisco","443","New Corona Heights Trail, The Castro, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",551,382,794
"1277","300 Hayes Street, Civic Center, San Francisco","445","900 Divisadero Street, Western Addition, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",301,193,469
"1277","300 Hayes Street, Civic Center, San Francisco","446","1000 El Centro Avenue, Glenview, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1705,1051,2765
"1277","300 Hayes Street, Civic Center, San Francisco","447","2600 Alvarado Street, Floresta Gardens - Bradrick, San Leandro","10/1/2017 - 10/31/2017, Every day, Daily Average",1996,1395,2854
"1277","300 Hayes Street, Civic Center, San Francisco","452","1200 Green Street, Russian Hill, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",556,368,839
"1277","300 Hayes Street, Civic Center, San Francisco","456","1000 56th Street, Gaskill, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1367,994,1879
"1277","300 Hayes Street, Civic Center, San Francisco","457","3100 West Street, Hoover - Foster, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1126,780,1623
"1277","300 Hayes Street, Civic Center, San Francisco","458","900 Webster Street, Downtown Oakland, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1226,852,1763
"1277","300 Hayes Street, Civic Center, San Francisco","462","1000 Shattuck Avenue, Berkeley Hills, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1644,1293,2089
"1277","300 Hayes Street, Civic Center, San Francisco","463","2000 Bancroft Way, Downtown Berkeley, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1807,1337,2440
"1277","300 Hayes Street, Civic Center, San Francisco","464","1600 Fairview Street, South Berkeley, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1386,1004,1913
"1277","300 Hayes Street, Civic Center, San Francisco","467","16300 Helo Drive, San Leandro","10/1/2017 - 10/31/2017, Every day, Daily Average",1891,1460,2448
"1277","300 Hayes Street, Civic Center, San Francisco","468","700 Via Aires, San Lorenzo","10/1/2017 - 10/31/2017, Every day, Daily Average",1979,1519,2577
"1277","300 Hayes Street, Civic Center, San Francisco","469","1800 Southgate Street, Southgate, Hayward","10/1/2017 - 10/31/2017, Every day, Daily Average",2227,1749,2834
"1277","300 Hayes Street, Civic Center, San Francisco","472","4300 Alder Avenue, Centerville, Fremont","10/1/2017 - 10/31/2017, Every day, Daily Average",2789,2146,3624
"1277","300 Hayes Street, Civic Center, San Francisco","475","1500 Lacassie Avenue, Walnut Creek","10/1/2017 - 10/31/2017, Every day, Daily Average",1949,1517,2503
"1277","300 Hayes Street, Civic Center, San Francisco","477","0 Tara Road, Northwood - Tara, Orinda","10/1/2017 - 10/31/2017, Every day, Daily Average",1485,1135,1941
"1277","300 Hayes Street, Civic Center, San Francisco","478","100 Eagle Court, Birds, Hercules","10/1/2017 - 10/31/2017, Every day, Daily Average",1802,1468,2211
"1277","300 Hayes Street, Civic Center, San Francisco","488","0 Oak Gate Place, Pleasant Hill","10/1/2017 - 10/31/2017, Every day, Daily Average",2094,1728,2537
"1277","300 Hayes Street, Civic Center, San Francisco","495","4200 Shelter Creek Lane, San Bruno","10/1/2017 - 10/31/2017, Every day, Daily Average",1242,964,1598
"1277","300 Hayes Street, Civic Center, San Francisco","499","600 Throckmorton Avenue, Mill Valley","10/1/2017 - 10/31/2017, Every day, Daily Average",1629,1350,1965
"1277","300 Hayes Street, Civic Center, San Francisco","528","600 Lexington Way, Oak Grove Manor, Burlingame","10/1/2017 - 10/31/2017, Every day, Daily Average",1320,1023,1702
"1277","300 Hayes Street, Civic Center, San Francisco","529","100 36th Avenue, South San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1754,1431,2148
"1277","300 Hayes Street, Civic Center, San Francisco","530","400 Seventh Avenue, Fair Oaks, Menlo Park","10/1/2017 - 10/31/2017, Every day, Daily Average",2015,1715,2367
"1277","300 Hayes Street, Civic Center, San Francisco","531","800 Live Oak Avenue, Downtown Menlo Park, Menlo Park","10/1/2017 - 10/31/2017, Every day, Daily Average",2667,2195,3239
"1277","300 Hayes Street, Civic Center, San Francisco","532","200 Beach Street, North Beach, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",877,617,1244
"1277","300 Hayes Street, Civic Center, San Francisco","533","1400 Grant Avenue, North Beach, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",818,549,1218
"1277","300 Hayes Street, Civic Center, San Francisco","534","200 Walnut Street, Presidio Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",675,504,902
"1277","300 Hayes Street, Civic Center, San Francisco","535","0 Rossi Avenue, Richmond District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",560,408,767
"1277","300 Hayes Street, Civic Center, San Francisco","536","800 Franklin Street, Fillmore District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",122,62,238
"1277","300 Hayes Street, Civic Center, San Francisco","537","500 Webster Street, Western Addition, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",112,54,229
"1277","300 Hayes Street, Civic Center, San Francisco","541","200 San Fernando Way, St. Francis, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1067,770,1477
"1277","300 Hayes Street, Civic Center, San Francisco","542","2200 Kenry Way, Westborough, South San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1284,963,1711
"1277","300 Hayes Street, Civic Center, San Francisco","543","2500 Carmel Drive, San Bruno","10/1/2017 - 10/31/2017, Every day, Daily Average",1371,1017,1847
"1277","300 Hayes Street, Civic Center, San Francisco","554","200 2nd Street, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2851,2224,3653
"1277","300 Hayes Street, Civic Center, San Francisco","555","500 Aldo Avenue, Santa Clara","10/1/2017 - 10/31/2017, Every day, Daily Average",2804,2303,3413
"1277","300 Hayes Street, Civic Center, San Francisco","557","18800 Devon Avenue, Quito Village, Saratoga","10/1/2017 - 10/31/2017, Every day, Daily Average",3147,2632,3761
"1277","300 Hayes Street, Civic Center, San Francisco","559","300 Pescadero Terrace, Sunnyvale West, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2914,2410,3522
"1277","300 Hayes Street, Civic Center, San Francisco","561","100 Nancy Court, Old Mountain View, Mountain View","10/1/2017 - 10/31/2017, Every day, Daily Average",2577,2132,3114
"1277","300 Hayes Street, Civic Center, San Francisco","562","300 Tioga Court, Greenmeadow, Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2500,1989,3141
"1277","300 Hayes Street, Civic Center, San Francisco","590","300 Hanover Avenue, Cleveland Heights, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1517,1076,2137
"1277","300 Hayes Street, Civic Center, San Francisco","591","2500 10th Avenue, Bella Vista, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1292,921,1810
"1277","300 Hayes Street, Civic Center, San Francisco","595","200 Ghormley Avenue, Brookfield Village, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1614,1195,2178
"1277","300 Hayes Street, Civic Center, San Francisco","597","1600 Eighth Street, Northwest Berkeley, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1391,986,1960
"1277","300 Hayes Street, Civic Center, San Francisco","598","3000 Colby Street, Elmwood, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1579,1115,2235
"1277","300 Hayes Street, Civic Center, San Francisco","599","1800 Yale Drive, Alameda","10/1/2017 - 10/31/2017, Every day, Daily Average",1746,1279,2381
"1277","300 Hayes Street, Civic Center, San Francisco","600","800 Walnut Street, Alameda","10/1/2017 - 10/31/2017, Every day, Daily Average",1970,1529,2537
"1277","300 Hayes Street, Civic Center, San Francisco","602","22000 Cameron Street, Castro Valley","10/1/2017 - 10/31/2017, Every day, Daily Average",2234,1636,3049
"1277","300 Hayes Street, Civic Center, San Francisco","605","24500 Surrey Way, Santa Clara, Hayward","10/1/2017 - 10/31/2017, Every day, Daily Average",2163,1563,2991
"1277","300 Hayes Street, Civic Center, San Francisco","608","700 11th Street, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1215,826,1786
"1277","300 Hayes Street, Civic Center, San Francisco","609","700 19th Street, West Oakland, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1381,962,1980
"1277","300 Hayes Street, Civic Center, San Francisco","610","1600 Webster Street, Downtown, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1585,1176,2134
"1277","300 Hayes Street, Civic Center, San Francisco","611","200 Park View Terrace, Adams Point, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1459,1052,2022
"1277","300 Hayes Street, Civic Center, San Francisco","612","500 El Dorado Avenue, Grand Lake, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1449,1042,2013
"1277","300 Hayes Street, Civic Center, San Francisco","614","3100 San Joaquin Way, Union City","10/1/2017 - 10/31/2017, Every day, Daily Average",2472,1926,3171
"1277","300 Hayes Street, Civic Center, San Francisco","621","1300 South Main Street, Walnut Creek","10/1/2017 - 10/31/2017, Every day, Daily Average",1934,1515,2468
"1277","300 Hayes Street, Civic Center, San Francisco","623","19200 San Ramon Valley Boulevard, San Ramon","10/1/2017 - 10/31/2017, Every day, Daily Average",3004,2269,3975
"1277","300 Hayes Street, Civic Center, San Francisco","624","3300 Beechwood Drive, Stanley, Lafayette","10/1/2017 - 10/31/2017, Every day, Daily Average",1683,1364,2076
"1277","300 Hayes Street, Civic Center, San Francisco","627","800 Marin Road, El Sobrante","10/1/2017 - 10/31/2017, Every day, Daily Average",1613,1280,2032
